game_key,tg,competition,comp_type,date,round_label,side,club_id,person_key,name,jersey,g,a,y,r,matched
10931638,112617816,Premier,league,2024-08-01,QF2,home,10350991,68408503,"Rogers, Kyle",6,0,0,1,0,name
10931638,112617816,Premier,league,2024-08-01,QF2,home,10350991,92106208,"Williamson, Robert",5,0,0,1,0,name
10931638,112617816,Premier,league,2024-08-01,QF2,away,75159915,110826104,"Callahan, Braden",2,1,0,0,0,name
10931638,112617816,Premier,league,2024-08-01,QF2,away,75159915,110681926,"Donner, Jacob",38,1,0,0,0,name
10931638,112617816,Premier,league,2024-08-01,QF2,away,75159915,112868623,"Massaro, Dominic",3,0,1,0,0,name
10931638,112617816,Premier,league,2024-08-01,QF2,away,75159915,110848401,"Pezzino, Gianni",15,1,1,0,0,name
10931638,112617816,Premier,league,2024-08-01,QF2,away,75159915,110833812,"Warmington, Tyler",19,0,1,0,0,name
10931639,112617816,Premier,league,2024-08-04,SF1,home,26895907,87591813,"Bonetto, Justin",11,1,0,0,0,name
10931639,112617816,Premier,league,2024-08-04,SF1,home,26895907,101940061,"Boyer, Reilly",23,0,1,0,0,name
10931639,112617816,Premier,league,2024-08-04,SF1,home,26895907,107697749,"Heschke, Trevor",21,0,1,0,0,name
10931639,112617816,Premier,league,2024-08-04,SF1,home,26895907,101940132,"Jezioro, Troy",16,0,1,0,0,name
10931639,112617816,Premier,league,2024-08-04,SF1,home,26895907,69410425,"Shawish, Ali",4,1,0,0,0,name
10931639,112617816,Premier,league,2024-08-04,SF1,home,26895907,92066597,"Woolingham, Benjamin",19,1,0,0,0,name
10931640,112617816,Premier,league,2024-08-05,SF2,home,10359035,82703206,"Juszczak, Mike",23,0,0,1,0,name
10931640,112617816,Premier,league,2024-08-05,SF2,home,10359035,98687440,"Reinagel, Brady",11,0,0,1,0,name
10931640,112617816,Premier,league,2024-08-05,SF2,away,18647016,87948749,"Loftus, Kevin",24,1,0,0,0,name
10931640,112617816,Premier,league,2024-08-05,SF2,away,18647016,68056461,"Musse, Mohamed",6,0,1,0,0,name
10931640,112617816,Premier,league,2024-08-05,SF2,away,18647016,35699264,"Rouse, Cody",21,0,1,0,0,name
10931640,112617816,Premier,league,2024-08-05,SF2,away,18647016,83464080,"Walsh, Hunter",10,1,0,0,0,name
10931635,112617816,Premier,league,2024-08-11,CHMP,home,26895907,101940061,"Boyer, Reilly",23,0,1,0,0,name
10931635,112617816,Premier,league,2024-08-11,CHMP,home,26895907,83450954,"Harris, Ian",22,0,0,1,0,name
10931635,112617816,Premier,league,2024-08-11,CHMP,home,26895907,107697749,"Heschke, Trevor",21,0,0,1,0,name
10931635,112617816,Premier,league,2024-08-11,CHMP,home,26895907,110891008,"LaMendola, Sam",24,0,1,0,0,name
10931635,112617816,Premier,league,2024-08-11,CHMP,home,26895907,69410425,"Shawish, Ali",4,1,0,0,0,name
10931635,112617816,Premier,league,2024-08-11,CHMP,home,26895907,107697754,"Voyer, Maxwell",26,1,0,0,0,name
10931635,112617816,Premier,league,2024-08-11,CHMP,home,26895907,92066597,"Woolingham, Benjamin",19,1,0,0,0,name
10931635,112617816,Premier,league,2024-08-11,CHMP,away,18647016,113354655,"Caceres, Nacho",9,0,0,1,0,name
10931635,112617816,Premier,league,2024-08-11,CHMP,away,18647016,107772030,"Grover, Ethan",30,0,0,1,0,name
10931635,112617816,Premier,league,2024-08-11,CHMP,away,18647016,15868598,"Pinzone, Phil",14,0,0,1,0,name
10931581,112617816,Premier,league,2024-05-05,,home,98468675,101815480,"Bonane, Solomon",11,0,0,1,0,name
10931581,112617816,Premier,league,2024-05-05,,home,98468675,96293327,"Magar, Sajan",26,0,0,1,0,name
10931581,112617816,Premier,league,2024-05-05,,home,98468675,101815952,"Mike, Ndayishimiye",21,0,0,1,0,name
10931581,112617816,Premier,league,2024-05-05,,home,98468675,102567594,"Ndoudje, Amour",6,0,0,1,0,name
10931581,112617816,Premier,league,2024-05-05,,home,98468675,113368617,"Wangui, Ivan",5,0,0,1,0,jersey
10931581,112617816,Premier,league,2024-05-05,,away,45429017,95751451,"Archibald, Colin",24,0,1,0,0,name
10931581,112617816,Premier,league,2024-05-05,,away,45429017,95791291,"Cox, Chris",19,0,0,1,0,name
10931581,112617816,Premier,league,2024-05-05,,away,45429017,110926158,"Hoelscher, Michel",10,0,1,0,0,name
10931581,112617816,Premier,league,2024-05-05,,away,45429017,95804772,"Johansson, Markus",2,0,0,1,0,name
10931581,112617816,Premier,league,2024-05-05,,away,45429017,110890615,"Montero Guererro, Dennis",69,1,0,0,0,name
